,to_messages,from_poi_to_this_person,from_messages,from_this_person_to_poi,shared_receipt_with_poi
0,0.188510469123,0.0890151515152,0.15206185567,0.106732348112,0.254575104186
1,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
2,0.033726477604,0.0738636363636,0.00118417386459,0.0,0.083892009422
3,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
4,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
5,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
6,0.480917042142,0.272727272727,0.301685706325,0.633825944171,0.477803949991
7,0.525708984893,0.431818181818,0.0328782390638,0.177339901478,1.0
8,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
9,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
10,0.0216008481315,0.00757575757576,0.00327389244915,0.0,0.0418554085885
11,0.0308772859793,0.0,0.00118417386459,0.00164203612479,0.0835296249321
12,0.10270341903,0.0435606060606,0.00195040401226,0.0131362889984,0.241710454793
13,0.160217333687,0.0473484848485,0.000139314572304,0.00328407224959,0.421090777315
14,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
15,0.119334746886,0.265151515152,0.00104485929228,0.0246305418719,0.28827686175
16,0.0946859263186,0.0246212121212,0.00202006129841,0.00164203612479,0.137524913934
17,0.0683143387225,0.0,0.00787127333519,0.0,0.00380503714441
18,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
19,0.229658097005,0.295454545455,0.0725132348844,0.11658456486,0.42235912303
20,0.168367346939,0.376893939394,0.00919476177208,0.0410509031199,0.396086247509
21,0.0168963689372,0.0549242424242,0.000208971858456,0.0114942528736,0.0351512955246
22,0.121587596077,0.109848484848,0.00257731958763,0.0197044334975,0.286827323791
23,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
24,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
25,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
26,0.112708719852,0.454545454545,0.00195040401226,0.0180623973727,0.204747236818
27,0.0468460111317,0.0189393939394,0.0,0.0,0.0101467657184
28,0.00298171216539,0.0,0.00146280300919,0.00656814449918,0.0125022649031
29,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
30,0.0435329976146,0.217803030303,0.00431875174143,0.00656814449918,0.0996557347346
31,0.201166180758,0.125,0.212942323767,1.0,0.379597753216
32,0.140736814206,0.121212121212,0.0624825856785,0.0328407224959,0.253487950716
33,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
34,0.16664457991,0.577651515152,0.00355252159376,0.0229885057471,0.344265265447
35,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
36,0.00788497217069,0.0189393939394,0.000139314572304,0.00492610837438,0.0202935314369
37,0.0535382984363,0.356060606061,0.000696572861521,0.0180623973727,0.139518028628
38,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
39,0.0561224489796,0.200757575758,0.0,0.00492610837438,0.108171770248
40,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
41,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
42,0.112509939041,0.0795454545455,0.00438840902758,0.0607553366174,0.290269976445
43,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
44,0.0582427776305,0.00189393939394,0.000278629144609,0.0131362889984,0.130639608625
45,0.0304797243573,0.0,0.00167177486765,0.0,0.00144953795978
46,0.0,0.0,6.96572861521e-05,0.0,0.0
47,0.21322554996,0.458333333333,0.000626915575369,0.00985221674877,0.539409313281
48,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
49,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
50,0.010071561092,0.0189393939394,0.00222903315687,0.0443349753695,0.0318898351151
51,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
52,0.00742115027829,0.0,0.0,0.0,0.00380503714441
53,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
54,0.054068380599,0.0984848484848,0.000278629144609,0.00985221674877,0.157999637616
55,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
56,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
57,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
58,0.261860588391,0.340909090909,0.134368904987,0.100164203612,0.334299691973
59,0.0654651470978,0.0606060606061,0.00139314572304,0.0344827586207,0.187171589056
60,0.0341902994964,0.00757575757576,0.000487601003065,0.0114942528736,0.0849791628918
61,0.0296183408428,0.030303030303,0.0,0.0,0.00869722775865
62,0.171746620726,0.0662878787879,0.0730704931736,0.0623973727422,0.103098387389
63,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
64,0.0836867214418,0.0757575757576,0.00104485929228,0.00164203612479,0.162710635985
65,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
66,0.151934799894,0.0833333333333,0.0739063806074,0.0246305418719,0.19423808661
67,0.0438642989663,0.0662878787879,0.00153246029535,0.00821018062397,0.106359847799
68,0.00470447919428,0.0189393939394,0.000348286430761,0.0279146141215,0.0211994926617
69,0.0290882586801,0.0530303030303,0.000487601003065,0.00821018062397,0.0788186265628
70,0.0133183143387,0.0473484848485,0.00306492059069,0.0311986863711,0.0208371081718
71,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
72,0.301484230056,0.0776515151515,1.0,0.28078817734,0.105272694329
73,0.841306652531,0.265151515152,0.469977709668,0.635467980296,0.658996194963
74,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
75,0.54651470978,0.475378787879,0.119531903037,0.31855500821,0.664431962312
76,0.153525046382,0.100378787879,0.00341320702145,0.0246305418719,0.411125203841
77,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
78,0.477206467002,1.0,0.179228197269,0.674876847291,0.717521290089
79,0.279353299761,0.232954545455,0.00167177486765,0.0262725779967,0.436492118137
80,0.183209647495,0.126893939394,0.00355252159376,0.0229885057471,0.483783294075
81,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
82,0.059302941956,0.0189393939394,0.00097520200613,0.0,0.133538684544
83,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
84,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
85,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
86,0.0970712960509,0.0151515151515,0.0151852883812,0.0,0.0860663163617
87,0.0911741319905,0.0473484848485,0.0141404290889,0.00328407224959,0.0916832759558
88,0.111781076067,0.0984848484848,0.00257731958763,0.0,0.265809023374
89,0.216803604559,0.174242424242,0.190164391195,0.31855500821,0.396267439754
90,0.0554598462762,0.102272727273,6.96572861521e-05,0.00164203612479,0.13009603189
91,0.152266101246,0.109848484848,0.00250766230148,0.0426929392447,0.403333937307
92,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
93,0.0496952027564,0.0719696969697,0.00118417386459,0.00164203612479,0.12683457148
94,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
95,0.0115955473098,0.0,0.00111451657843,0.0,0.00362384489944
96,0.0407500662603,0.0,0.000487601003065,0.0,0.0226490306215
97,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
98,0.00523456135701,0.0227272727273,0.000278629144609,0.0,0.0202935314369
99,0.14146567718,0.0208333333333,0.00229869044302,0.00328407224959,0.071208552274
100,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
101,0.0746753246753,0.0378787878788,0.00278629144609,0.0246305418719,0.154738177206
102,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
103,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
104,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
105,0.0557248873575,0.0132575757576,0.00383115073837,0.0,0.13154556985
106,0.0782533792738,0.11553030303,0.0146280300919,0.0788177339901,0.134082261279
107,6.62602703419e-05,0.0,0.000278629144609,0.00164203612479,0.000181192244972
108,0.0394911211238,0.0,0.00097520200613,0.0,0.00181192244972
109,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
110,0.106944076332,0.386363636364,0.0145583728058,0.0804597701149,0.192244971915
111,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
112,0.0561887092499,0.0795454545455,0.000417943716913,0.00656814449918,0.156187715166
113,0.0842168036046,0.0662878787879,0.00487601003065,0.0788177339901,0.227577459685
114,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
115,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
116,0.209647495362,0.17803030303,0.18591529674,0.136288998358,0.313100199311
117,1.0,0.140151515152,0.083797715241,0.106732348112,0.819894908498
118,0.204015372383,0.0454545454545,0.00863750348286,0.00985221674877,0.448450806305
119,0.0111317254174,0.0246212121212,0.00188074672611,0.0229885057471,0.0161261098025
120,0.0368407103101,0.0738636363636,0.000905544719978,0.0295566502463,0.105272694329
121,0.20739464617,0.0530303030303,0.00557258289217,0.0377668308703,0.380684906686
122,0.236549165121,0.166666666667,0.0066870994706,0.0492610837438,0.369632179743
123,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
124,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
125,0.171614100186,0.0700757575758,0.00181108943996,0.0213464696223,0.464395723863
126,0.0315398886827,0.0,0.00118417386459,0.0,0.0539952890016
127,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
128,0.0138483965015,0.0,0.00202006129841,0.0,0.012864649393
129,0.0267028889478,0.0189393939394,0.000487601003065,0.0180623973727,0.0683094763544
130,0.00357805459846,0.0227272727273,0.000417943716913,0.0,0.0070664975539
131,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
132,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
133,0.0406838059899,0.032196969697,0.00933407634439,0.0,0.038593948179
134,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
135,0.0227272727273,0.0416666666667,0.00125383115074,0.0114942528736,0.0606994020656
136,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
137,0.133637719661,0.122907857646,0.0415708204008,0.0677053499828,0.21280397106
138,0.395043731778,0.352272727273,0.0378935636668,0.0394088669951,0.7099112158
